sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
5262,7,0,Rock,Electronic,False,0.9539347263648476,0.0019297394824959,0.9306536760410286,113305,data/fma_small/113/113305.mp3
6495,6,2,Pop,Folk,False,0.9356924103126508,0.0198365801931237,0.9158558301195272,127289,data/fma_small/127/127289.mp3
3931,6,2,Pop,Folk,False,0.9192106411695328,0.0266400722292299,0.892570568940303,87187,data/fma_small/087/087187.mp3
6805,6,7,Pop,Rock,False,0.8811430159774484,0.0612201061508535,0.8199229098265949,131436,data/fma_small/131/131436.mp3
3375,1,2,Experimental,Folk,False,0.875850233199828,0.0176593041199254,0.8135548862180098,74377,data/fma_small/074/074377.mp3
5454,0,3,Electronic,Hip-Hop,False,0.8555602684554133,0.0281035981439898,0.8058185439575939,115321,data/fma_small/115/115321.mp3
2492,1,0,Experimental,Electronic,False,0.8519425756553601,0.0254331779816169,0.7882086753239359,58063,data/fma_small/058/058063.mp3
639,6,5,Pop,International,False,0.8462892436585712,0.0575627045726822,0.788726539085889,13362,data/fma_small/013/013362.mp3
3352,5,3,International,Hip-Hop,False,0.8235246952424804,0.0238693032197501,0.7512952029827686,73777,data/fma_small/073/073777.mp3
6298,4,7,Instrumental,Rock,False,0.8181137966275761,0.0174505868633969,0.7179570049993007,126183,data/fma_small/126/126183.mp3
4518,0,1,Electronic,Experimental,False,0.8164410377817253,0.0379440117630193,0.7164980173517909,100549,data/fma_small/100/100549.mp3
7667,6,3,Pop,Hip-Hop,False,0.8143814194315576,0.0666035672260905,0.747777852205467,144946,data/fma_small/144/144946.mp3
3135,3,0,Hip-Hop,Electronic,False,0.7872187233490717,0.0756841991283928,0.7115345242206789,70773,data/fma_small/070/070773.mp3
7344,1,4,Experimental,Instrumental,False,0.7847573081800775,0.1005777468628689,0.6841795613172086,139681,data/fma_small/139/139681.mp3
6841,4,0,Instrumental,Electronic,False,0.7804599283372202,0.0739360940984928,0.7065238342387273,131837,data/fma_small/131/131837.mp3
4470,0,5,Electronic,International,False,0.7768007972167461,0.0108086670351695,0.6840219557345003,99135,data/fma_small/099/099135.mp3
2425,0,5,Electronic,International,False,0.7736096666504172,0.0286979409119864,0.7019812552919151,56801,data/fma_small/056/056801.mp3
3678,1,4,Experimental,Instrumental,False,0.7701114072629904,0.0552239896066613,0.7072905800900806,82890,data/fma_small/082/082890.mp3
7551,3,0,Hip-Hop,Electronic,False,0.7683368721432194,0.1416631923050841,0.6266736798381354,142668,data/fma_small/142/142668.mp3
7089,4,3,Instrumental,Hip-Hop,False,0.7538517569053362,0.0096494378820572,0.6710815382173757,134796,data/fma_small/134/134796.mp3
6089,6,2,Pop,Folk,False,0.7532962125526103,0.0208293884453768,0.5837031257370688,123509,data/fma_small/123/123509.mp3
