sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
4470,0,5,Electronic,International,False,1.0,6.449980182652795e-25,1.0,99135,data/fma_small/099/099135.mp3
6778,2,6,Folk,Pop,False,0.9999996423721312,1.5431821376310495e-09,0.9999993443489076,130956,data/fma_small/130/130956.mp3
2367,0,3,Electronic,Hip-Hop,False,0.9999951720237732,4.041282419819936e-09,0.9999904036521912,56036,data/fma_small/056/056036.mp3
5262,7,0,Rock,Electronic,False,0.9999946355819702,6.717701950265109e-09,0.999990165233612,113305,data/fma_small/113/113305.mp3
4607,3,5,Hip-Hop,International,False,0.9999945163726808,2.159369785204035e-07,0.9999926686286926,105685,data/fma_small/105/105685.mp3
3375,1,2,Experimental,Folk,False,0.9999943971633912,2.366129905340131e-07,0.999989092350006,74377,data/fma_small/074/074377.mp3
5293,6,5,Pop,International,False,0.999994158744812,2.2141045974422013e-06,0.9999914169311525,113809,data/fma_small/113/113809.mp3
5243,5,0,International,Electronic,False,0.9999938011169434,9.97863791596387e-10,0.9999892115592957,113268,data/fma_small/113/113268.mp3
2838,1,0,Experimental,Electronic,False,0.9999901056289672,9.749939636094496e-06,0.999980330467224,64858,data/fma_small/064/064858.mp3
2757,3,0,Hip-Hop,Electronic,False,0.9999775290489196,2.1169632873352384e-06,0.9999573826789856,63789,data/fma_small/063/063789.mp3
1687,7,1,Rock,Experimental,False,0.9999631643295288,1.4279897264657393e-08,0.9999316334724426,42851,data/fma_small/042/042851.mp3
7470,0,7,Electronic,Rock,False,0.999950110912323,1.4765204468858428e-05,0.9999213218688964,141874,data/fma_small/141/141874.mp3
7718,6,3,Pop,Hip-Hop,False,0.999919891357422,7.501896470785141e-05,0.9998448491096495,145705,data/fma_small/145/145705.mp3
7342,1,4,Experimental,Instrumental,False,0.99990051984787,9.55773771238455e-07,0.9998229146003724,139638,data/fma_small/139/139638.mp3
3899,7,6,Rock,Pop,False,0.9998959302902222,6.065727575332858e-06,0.999805212020874,86795,data/fma_small/086/086795.mp3
4968,6,1,Pop,Experimental,False,0.9998947381973268,9.216061152983455e-05,0.999802589416504,109976,data/fma_small/109/109976.mp3
1931,2,4,Folk,Instrumental,False,0.9998900294303894,3.698584805533755e-06,0.9997837543487548,47662,data/fma_small/047/047662.mp3
7580,7,6,Rock,Pop,False,0.999858856201172,1.7762662309905863e-06,0.9997199773788452,143219,data/fma_small/143/143219.mp3
6691,5,3,International,Hip-Hop,False,0.999829351902008,0.0001593362831044,0.9996700286865234,129884,data/fma_small/129/129884.mp3
4965,6,1,Pop,Experimental,False,0.999807834625244,1.7627728539082457e-06,0.9996805787086488,109973,data/fma_small/109/109973.mp3
2040,7,5,Rock,International,False,0.9998058080673218,2.1169821451394455e-08,0.9996140599250792,50449,data/fma_small/050/050449.mp3
5254,5,4,International,Instrumental,False,0.9997906684875488,2.1305400499382896e-10,0.999663472175598,113279,data/fma_small/113/113279.mp3
1347,2,6,Folk,Pop,False,0.99972665309906,0.0001418885512975,0.9995847940444946,35443,data/fma_small/035/035443.mp3
4138,6,0,Pop,Electronic,False,0.9996767044067384,0.0001987643772736,0.9994779229164124,92124,data/fma_small/092/092124.mp3
6749,7,1,Rock,Experimental,False,0.9995211958885192,1.7628237856115447e-06,0.9991421103477478,130693,data/fma_small/130/130693.mp3
4106,7,6,Rock,Pop,False,0.9995126724243164,3.750458563445136e-05,0.9992196559906006,91458,data/fma_small/091/091458.mp3
1245,0,4,Electronic,Instrumental,False,0.9995123147964478,8.331463322974741e-05,0.999112904071808,31043,data/fma_small/031/031043.mp3
3039,6,0,Pop,Electronic,False,0.999495804309845,9.56414714892162e-06,0.999135673046112,69182,data/fma_small/069/069182.mp3
2495,6,7,Pop,Rock,False,0.9994564056396484,0.0005054729990661,0.9989509582519532,58115,data/fma_small/058/058115.mp3
3310,6,4,Pop,Instrumental,False,0.9994391798973083,0.0001926767581608,0.999085545539856,73468,data/fma_small/073/073468.mp3
1264,6,1,Pop,Experimental,False,0.9994022250175476,0.0005953421350568,0.998806893825531,32325,data/fma_small/032/032325.mp3
7682,4,1,Instrumental,Experimental,False,0.999378502368927,2.2501359109305952e-10,0.9990056157112122,145183,data/fma_small/145/145183.mp3
3931,6,2,Pop,Folk,False,0.9993106126785278,0.0005948632606305,0.9987157583236694,87187,data/fma_small/087/087187.mp3
3352,5,3,International,Hip-Hop,False,0.9993034601211548,1.5829513255738446e-09,0.998762845993042,73777,data/fma_small/073/073777.mp3
1763,3,1,Hip-Hop,Experimental,False,0.9990803003311156,4.749644358525984e-05,0.9985345005989076,43868,data/fma_small/043/043868.mp3
4029,1,4,Experimental,Instrumental,False,0.9990372061729432,0.0007640164112672,0.9982731938362122,90027,data/fma_small/090/090027.mp3
1013,1,5,Experimental,International,False,0.9989458322525024,4.2471056076465175e-06,0.9983618259429932,24975,data/fma_small/024/024975.mp3
2492,1,0,Experimental,Electronic,False,0.9989418983459472,0.0007292989175766,0.9982125759124756,58063,data/fma_small/058/058063.mp3
2015,6,3,Pop,Hip-Hop,False,0.998786985874176,0.0012129552196711,0.9975740313529968,49477,data/fma_small/049/049477.mp3
4897,4,1,Instrumental,Experimental,False,0.9987573623657228,0.0009296024218201,0.9978277683258056,108882,data/fma_small/108/108882.mp3
5987,6,0,Pop,Electronic,False,0.998669445514679,8.011157478904352e-05,0.9976530075073242,122474,data/fma_small/122/122474.mp3
5553,1,0,Experimental,Electronic,False,0.9985036253929138,1.4093622102695489e-10,0.9970556497573853,116465,data/fma_small/116/116465.mp3
6021,4,0,Instrumental,Electronic,False,0.9984822273254396,8.831082141114166e-07,0.9971914887428284,122650,data/fma_small/122/122650.mp3
4700,5,7,International,Rock,False,0.9984627962112428,0.0004176388029009,0.997375786304474,107256,data/fma_small/107/107256.mp3
5752,4,1,Instrumental,Experimental,False,0.9984447956085204,7.022592762950808e-05,0.997228980064392,119831,data/fma_small/119/119831.mp3
3135,3,0,Hip-Hop,Electronic,False,0.998340666294098,0.0015596360899508,0.996781051158905,70773,data/fma_small/070/070773.mp3
3587,4,7,Instrumental,Rock,False,0.9982197284698486,8.788146078586578e-05,0.996584177017212,80520,data/fma_small/080/080520.mp3
5454,0,3,Electronic,Hip-Hop,False,0.9980846047401428,4.039991108584218e-05,0.9962500929832458,115321,data/fma_small/115/115321.mp3
655,0,3,Electronic,Hip-Hop,False,0.9980118870735168,0.0018849878106266,0.9961268901824952,13668,data/fma_small/013/013668.mp3
1539,1,4,Experimental,Instrumental,False,0.9978199005126952,2.9471553716575727e-05,0.9957195520401,39484,data/fma_small/039/039484.mp3
3663,1,0,Experimental,Electronic,False,0.9974446296691896,0.0022179628722369,0.9952266812324524,82242,data/fma_small/082/082242.mp3
5847,4,0,Instrumental,Electronic,False,0.9971628189086914,2.6069396881212015e-06,0.9945062398910522,120515,data/fma_small/120/120515.mp3
7668,2,4,Folk,Instrumental,False,0.9969334602355956,1.2796936061931774e-06,0.9939072132110596,145002,data/fma_small/145/145002.mp3
1205,1,0,Experimental,Electronic,False,0.9967317581176758,0.0004756641283165,0.9939967393875122,29744,data/fma_small/029/029744.mp3
5846,4,6,Instrumental,Pop,False,0.9967176914215088,0.0017499346286058,0.994967758655548,120514,data/fma_small/120/120514.mp3
1787,1,6,Experimental,Pop,False,0.9965811967849731,6.107496375307164e-08,0.9942070841789246,44793,data/fma_small/044/044793.mp3
1605,7,2,Rock,Folk,False,0.9963597059249878,1.8510954760131424e-06,0.9932782053947448,40903,data/fma_small/040/040903.mp3
464,3,0,Hip-Hop,Electronic,False,0.9963342547416688,2.4411083359154873e-05,0.9928698539733888,10699,data/fma_small/010/010699.mp3
7205,4,0,Instrumental,Electronic,False,0.9961583018302916,0.0034694992937147,0.992688775062561,137169,data/fma_small/137/137169.mp3
2738,2,7,Folk,Rock,False,0.9959291219711304,4.227597401040839e-07,0.9920083284378052,63257,data/fma_small/063/063257.mp3
5736,1,0,Experimental,Electronic,False,0.995294451713562,0.0046708690933883,0.9906235933303832,119575,data/fma_small/119/119575.mp3
3935,6,2,Pop,Folk,False,0.9950772523880004,0.004913673736155,0.9901635646820068,87191,data/fma_small/087/087191.mp3
644,5,2,International,Folk,False,0.9949162006378174,0.0050565041601657,0.989859700202942,13539,data/fma_small/013/013539.mp3
5329,4,1,Instrumental,Experimental,False,0.9948096871376038,0.0050614392384886,0.989748239517212,114069,data/fma_small/114/114069.mp3
3700,6,0,Pop,Electronic,False,0.9937559366226196,0.005600918084383,0.9881550073623656,83511,data/fma_small/083/083511.mp3
3742,2,7,Folk,Rock,False,0.993725597858429,0.000130435815663,0.9891690015792848,84156,data/fma_small/084/084156.mp3
3780,6,3,Pop,Hip-Hop,False,0.992178201675415,5.2763982239412144e-05,0.9844322204589844,85311,data/fma_small/085/085311.mp3
6297,4,7,Instrumental,Rock,False,0.991423726081848,0.0040872688405215,0.9872555732727052,126182,data/fma_small/126/126182.mp3
