sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
1043,5,3,International,Hip-Hop,False,0.85546875,0.046905517578125,0.78076171875,25670,data/fma_small/025/025670.mp3
1520,1,3,Experimental,Hip-Hop,False,0.77734375,0.01016998291015625,0.666015625,38912,data/fma_small/038/038912.mp3
3955,0,3,Electronic,Hip-Hop,False,0.681640625,0.14599609375,0.53564453125,87644,data/fma_small/087/087644.mp3
3643,4,3,Instrumental,Hip-Hop,False,0.66015625,0.0028095245361328125,0.5078125,81623,data/fma_small/081/081623.mp3
2483,1,3,Experimental,Hip-Hop,False,0.65380859375,0.010162353515625,0.517578125,57938,data/fma_small/057/057938.mp3
3951,0,3,Electronic,Hip-Hop,False,0.64794921875,0.1729736328125,0.47509765625,87639,data/fma_small/087/087639.mp3
3954,0,3,Electronic,Hip-Hop,False,0.6298828125,0.158203125,0.4716796875,87643,data/fma_small/087/087643.mp3
3025,0,3,Electronic,Hip-Hop,False,0.603515625,0.1812744140625,0.42236328125,68891,data/fma_small/068/068891.mp3
3352,5,3,International,Hip-Hop,False,0.59912109375,0.087646484375,0.4365234375,73777,data/fma_small/073/073777.mp3
2248,5,3,International,Hip-Hop,False,0.5927734375,0.136962890625,0.43994140625,54443,data/fma_small/054/054443.mp3
1241,0,3,Electronic,Hip-Hop,False,0.58056640625,0.172119140625,0.408447265625,30895,data/fma_small/030/030895.mp3
797,5,3,International,Hip-Hop,False,0.56982421875,0.12042236328125,0.410400390625,17611,data/fma_small/017/017611.mp3
1505,1,3,Experimental,Hip-Hop,False,0.56201171875,0.03790283203125,0.345703125,38894,data/fma_small/038/038894.mp3
1964,0,3,Electronic,Hip-Hop,False,0.56103515625,0.202392578125,0.358642578125,48443,data/fma_small/048/048443.mp3
2581,1,3,Experimental,Hip-Hop,False,0.55126953125,0.0257110595703125,0.3671875,59823,data/fma_small/059/059823.mp3
3624,0,3,Electronic,Hip-Hop,False,0.54248046875,0.1829833984375,0.359375,81194,data/fma_small/081/081194.mp3
2306,5,3,International,Hip-Hop,False,0.54052734375,0.1439208984375,0.37548828125,55236,data/fma_small/055/055236.mp3
1001,5,3,International,Hip-Hop,False,0.53759765625,0.223388671875,0.314208984375,24746,data/fma_small/024/024746.mp3
2015,6,3,Pop,Hip-Hop,False,0.5166015625,0.0692138671875,0.33251953125,49477,data/fma_small/049/049477.mp3
3111,1,3,Experimental,Hip-Hop,False,0.51611328125,0.05364990234375,0.35400390625,70005,data/fma_small/070/070005.mp3
2418,5,3,International,Hip-Hop,False,0.50830078125,0.1517333984375,0.333251953125,56696,data/fma_small/056/056696.mp3
2931,0,3,Electronic,Hip-Hop,False,0.5,0.18994140625,0.30712890625,67308,data/fma_small/067/067308.mp3
5781,1,3,Experimental,Hip-Hop,False,0.494384765625,0.011260986328125,0.28564453125,120160,data/fma_small/120/120160.mp3
4059,0,3,Electronic,Hip-Hop,False,0.491943359375,0.225830078125,0.26611328125,91081,data/fma_small/091/091081.mp3
3956,0,3,Electronic,Hip-Hop,False,0.491455078125,0.1942138671875,0.29736328125,87645,data/fma_small/087/087645.mp3
509,5,3,International,Hip-Hop,False,0.489501953125,0.1610107421875,0.32861328125,11682,data/fma_small/011/011682.mp3
249,5,3,International,Hip-Hop,False,0.48486328125,0.10797119140625,0.31103515625,4848,data/fma_small/004/004848.mp3
7562,0,3,Electronic,Hip-Hop,False,0.47900390625,0.18798828125,0.291015625,143055,data/fma_small/143/143055.mp3
4346,0,3,Electronic,Hip-Hop,False,0.474365234375,0.1544189453125,0.2308349609375,97548,data/fma_small/097/097548.mp3
2838,1,3,Experimental,Hip-Hop,False,0.47265625,0.036773681640625,0.2861328125,64858,data/fma_small/064/064858.mp3
2077,6,3,Pop,Hip-Hop,False,0.46923828125,0.080810546875,0.2119140625,51276,data/fma_small/051/051276.mp3
1542,0,3,Electronic,Hip-Hop,False,0.466064453125,0.23876953125,0.227294921875,39605,data/fma_small/039/039605.mp3
5454,0,3,Electronic,Hip-Hop,False,0.464111328125,0.208740234375,0.25537109375,115321,data/fma_small/115/115321.mp3
3053,0,3,Electronic,Hip-Hop,False,0.4638671875,0.2230224609375,0.2408447265625,69205,data/fma_small/069/069205.mp3
468,6,3,Pop,Hip-Hop,False,0.46142578125,0.0770263671875,0.1708984375,10808,data/fma_small/010/010808.mp3
3357,1,4,Experimental,Instrumental,False,0.46044921875,0.114990234375,0.2919921875,73819,data/fma_small/073/073819.mp3
1373,0,4,Electronic,Instrumental,False,0.458251953125,0.045623779296875,0.29052734375,36245,data/fma_small/036/036245.mp3
1195,0,3,Electronic,Hip-Hop,False,0.45703125,0.1920166015625,0.26513671875,29673,data/fma_small/029/029673.mp3
7535,5,3,International,Hip-Hop,False,0.444580078125,0.187255859375,0.25732421875,142565,data/fma_small/142/142565.mp3
6381,1,4,Experimental,Instrumental,False,0.43408203125,0.166259765625,0.267822265625,126512,data/fma_small/126/126512.mp3
2503,6,3,Pop,Hip-Hop,False,0.43310546875,0.09747314453125,0.25439453125,58166,data/fma_small/058/058166.mp3
1203,1,3,Experimental,Hip-Hop,False,0.43212890625,0.055389404296875,0.2479248046875,29741,data/fma_small/029/029741.mp3
2158,0,3,Electronic,Hip-Hop,False,0.43212890625,0.20556640625,0.2265625,52647,data/fma_small/052/052647.mp3
5999,6,4,Pop,Instrumental,False,0.4248046875,0.08953857421875,0.22412109375,122579,data/fma_small/122/122579.mp3
5662,0,3,Electronic,Hip-Hop,False,0.4228515625,0.232177734375,0.190673828125,118070,data/fma_small/118/118070.mp3
7400,2,3,Folk,Hip-Hop,False,0.422119140625,0.034942626953125,0.2061767578125,140794,data/fma_small/140/140794.mp3
1264,6,3,Pop,Hip-Hop,False,0.41943359375,0.10577392578125,0.25927734375,32325,data/fma_small/032/032325.mp3
5006,1,4,Experimental,Instrumental,False,0.419189453125,0.180419921875,0.23876953125,110274,data/fma_small/110/110274.mp3
5363,0,3,Electronic,Hip-Hop,False,0.411376953125,0.246826171875,0.16455078125,114289,data/fma_small/114/114289.mp3
3139,6,4,Pop,Instrumental,False,0.410400390625,0.07891845703125,0.2437744140625,70873,data/fma_small/070/070873.mp3
2356,5,3,International,Hip-Hop,False,0.408447265625,0.294921875,0.113525390625,55833,data/fma_small/055/055833.mp3
650,0,3,Electronic,Hip-Hop,False,0.408203125,0.1898193359375,0.2183837890625,13571,data/fma_small/013/013571.mp3
1101,0,5,Electronic,International,False,0.404052734375,0.1671142578125,0.1220703125,26902,data/fma_small/026/026902.mp3
3748,0,4,Electronic,Instrumental,False,0.4013671875,0.046630859375,0.19140625,84200,data/fma_small/084/084200.mp3
5293,6,3,Pop,Hip-Hop,False,0.39599609375,0.09783935546875,0.1844482421875,113809,data/fma_small/113/113809.mp3
2162,1,4,Experimental,Instrumental,False,0.3955078125,0.09991455078125,0.2008056640625,52859,data/fma_small/052/052859.mp3
4466,0,3,Electronic,Hip-Hop,False,0.3896484375,0.198486328125,0.191162109375,99041,data/fma_small/099/099041.mp3
5457,0,3,Electronic,Hip-Hop,False,0.387451171875,0.2301025390625,0.1573486328125,115392,data/fma_small/115/115392.mp3
6601,1,4,Experimental,Instrumental,False,0.37939453125,0.177490234375,0.201904296875,128835,data/fma_small/128/128835.mp3
6544,1,4,Experimental,Instrumental,False,0.37939453125,0.1004638671875,0.171875,127798,data/fma_small/127/127798.mp3
7174,2,4,Folk,Instrumental,False,0.379150390625,0.1719970703125,0.2071533203125,136138,data/fma_small/136/136138.mp3
7541,5,3,International,Hip-Hop,False,0.37451171875,0.184814453125,0.1688232421875,142571,data/fma_small/142/142571.mp3
7825,5,0,International,Electronic,False,0.37451171875,0.17236328125,0.002197265625,148074,data/fma_small/148/148074.mp3
6276,4,3,Instrumental,Hip-Hop,False,0.3740234375,0.0219879150390625,0.159912109375,125821,data/fma_small/125/125821.mp3
5644,5,3,International,Hip-Hop,False,0.373779296875,0.1287841796875,0.2041015625,117943,data/fma_small/117/117943.mp3
2460,1,4,Experimental,Instrumental,False,0.373779296875,0.1964111328125,0.1773681640625,57627,data/fma_small/057/057627.mp3
1078,1,4,Experimental,Instrumental,False,0.3720703125,0.05572509765625,0.1064453125,26605,data/fma_small/026/026605.mp3
5365,0,3,Electronic,Hip-Hop,False,0.369873046875,0.2373046875,0.132568359375,114291,data/fma_small/114/114291.mp3
751,0,3,Electronic,Hip-Hop,False,0.368896484375,0.20703125,0.161865234375,15771,data/fma_small/015/015771.mp3
7344,1,4,Experimental,Instrumental,False,0.368896484375,0.21240234375,0.156494140625,139681,data/fma_small/139/139681.mp3
2366,0,3,Electronic,Hip-Hop,False,0.3681640625,0.1759033203125,0.1922607421875,56034,data/fma_small/056/056034.mp3
2425,0,3,Electronic,Hip-Hop,False,0.365478515625,0.2125244140625,0.1529541015625,56801,data/fma_small/056/056801.mp3
959,1,4,Experimental,Instrumental,False,0.3623046875,0.2119140625,0.150390625,24216,data/fma_small/024/024216.mp3
4729,2,4,Folk,Instrumental,False,0.362060546875,0.120849609375,0.125732421875,107584,data/fma_small/107/107584.mp3
