sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
3748,0,4,Electronic,Instrumental,False,0.9886474609375,0.0028116703033447266,0.9858357906341553,84200,data/fma_small/084/084200.mp3
4470,0,5,Electronic,International,False,0.9427490234375,0.004628658294677734,0.9265556335449219,99135,data/fma_small/099/099135.mp3
6747,7,1,Rock,Experimental,False,0.919921875,0.029567718505859375,0.8903541564941406,130691,data/fma_small/130/130691.mp3
1787,1,6,Experimental,Pop,False,0.911865234375,0.024770736694335938,0.8870944976806641,44793,data/fma_small/044/044793.mp3
2362,0,6,Electronic,Pop,False,0.8590087890625,0.03546714782714844,0.8106422424316406,56029,data/fma_small/056/056029.mp3
7176,4,2,Instrumental,Folk,False,0.848388671875,0.030005455017089844,0.8167152404785156,136276,data/fma_small/136/136276.mp3
1373,0,4,Electronic,Instrumental,False,0.8428955078125,0.028036117553710938,0.8027095794677734,36245,data/fma_small/036/036245.mp3
6021,4,0,Instrumental,Electronic,False,0.829833984375,0.005878448486328125,0.7599372863769531,122650,data/fma_small/122/122650.mp3
5999,6,4,Pop,Instrumental,False,0.7977294921875,0.037841796875,0.7497158050537109,122579,data/fma_small/122/122579.mp3
673,2,5,Folk,International,False,0.7947998046875,0.035907745361328125,0.737462043762207,13930,data/fma_small/013/013930.mp3
7342,1,4,Experimental,Instrumental,False,0.7926025390625,0.09257888793945312,0.7000236511230469,139638,data/fma_small/139/139638.mp3
5262,7,0,Rock,Electronic,False,0.7843017578125,0.05226898193359375,0.7320327758789062,113305,data/fma_small/113/113305.mp3
5136,4,1,Instrumental,Experimental,False,0.7835693359375,0.0271453857421875,0.6929244995117188,111873,data/fma_small/111/111873.mp3
7630,2,4,Folk,Instrumental,False,0.782958984375,0.053791046142578125,0.7291679382324219,144476,data/fma_small/144/144476.mp3
2460,1,4,Experimental,Instrumental,False,0.7816162109375,0.10506057739257812,0.6765556335449219,57627,data/fma_small/057/057627.mp3
3678,1,4,Experimental,Instrumental,False,0.77880859375,0.03488731384277344,0.6999626159667969,82890,data/fma_small/082/082890.mp3
6089,6,2,Pop,Folk,False,0.777099609375,0.010926246643066406,0.6982040405273438,123509,data/fma_small/123/123509.mp3
4518,0,1,Electronic,Experimental,False,0.7607421875,0.098236083984375,0.662506103515625,100549,data/fma_small/100/100549.mp3
6749,7,1,Rock,Experimental,False,0.75439453125,0.021348953247070312,0.6890029907226562,130693,data/fma_small/130/130693.mp3
451,7,1,Rock,Experimental,False,0.7470703125,0.010701179504394531,0.5862503051757812,10675,data/fma_small/010/010675.mp3
7718,6,3,Pop,Hip-Hop,False,0.7396240234375,0.04456901550292969,0.6822414398193359,145705,data/fma_small/145/145705.mp3
6381,1,4,Experimental,Instrumental,False,0.736572265625,0.06465911865234375,0.622467041015625,126512,data/fma_small/126/126512.mp3
568,2,4,Folk,Instrumental,False,0.732666015625,0.0535888671875,0.6074447631835938,12049,data/fma_small/012/012049.mp3
2757,3,0,Hip-Hop,Electronic,False,0.731689453125,0.05576038360595703,0.6746253967285156,63789,data/fma_small/063/063789.mp3
3931,6,2,Pop,Folk,False,0.72711181640625,0.1040034294128418,0.6231083869934082,87187,data/fma_small/087/087187.mp3
3583,4,7,Instrumental,Rock,False,0.71533203125,0.13706588745117188,0.5782661437988281,80516,data/fma_small/080/080516.mp3
4517,0,1,Electronic,Experimental,False,0.70977783203125,0.17898941040039062,0.5307884216308594,100544,data/fma_small/100/100544.mp3
6298,4,7,Instrumental,Rock,False,0.7093505859375,0.036373138427734375,0.5864334106445312,126183,data/fma_small/126/126183.mp3
841,6,2,Pop,Folk,False,0.7076416015625,0.054268836975097656,0.6058158874511719,19416,data/fma_small/019/019416.mp3
639,6,5,Pop,International,False,0.706298828125,0.06051826477050781,0.6184539794921875,13362,data/fma_small/013/013362.mp3
2671,4,2,Instrumental,Folk,False,0.70306396484375,0.08945465087890625,0.6136093139648438,62180,data/fma_small/062/062180.mp3
7790,2,6,Folk,Pop,False,0.6861572265625,0.2079925537109375,0.4781646728515625,146969,data/fma_small/146/146969.mp3
6805,6,7,Pop,Rock,False,0.6685791015625,0.03545951843261719,0.585747241973877,131436,data/fma_small/131/131436.mp3
1264,6,3,Pop,Hip-Hop,False,0.66156005859375,0.043567657470703125,0.52459716796875,32325,data/fma_small/032/032325.mp3
860,6,5,Pop,International,False,0.66131591796875,0.16783905029296875,0.49347686767578125,19758,data/fma_small/019/019758.mp3
3899,7,6,Rock,Pop,False,0.65850830078125,0.06012535095214844,0.5871720314025879,86795,data/fma_small/086/086795.mp3
6603,1,4,Experimental,Instrumental,False,0.647247314453125,0.1049957275390625,0.5247383117675781,128878,data/fma_small/128/128878.mp3
2367,0,3,Electronic,Hip-Hop,False,0.6451416015625,0.049560546875,0.5356674194335938,56036,data/fma_small/056/056036.mp3
3375,1,2,Experimental,Folk,False,0.63623046875,0.064361572265625,0.5357799530029297,74377,data/fma_small/074/074377.mp3
1997,6,1,Pop,Experimental,False,0.6358642578125,0.06073760986328125,0.558258056640625,49039,data/fma_small/049/049039.mp3
4257,1,0,Experimental,Electronic,False,0.626220703125,0.06177520751953125,0.4779205322265625,95189,data/fma_small/095/095189.mp3
2451,6,7,Pop,Rock,False,0.6243019104003906,0.07212066650390625,0.5117759704589844,57435,data/fma_small/057/057435.mp3
5662,0,3,Electronic,Hip-Hop,False,0.621490478515625,0.13126373291015625,0.47270965576171875,118070,data/fma_small/118/118070.mp3
4563,6,7,Pop,Rock,False,0.61798095703125,0.13086700439453125,0.48711395263671875,104067,data/fma_small/104/104067.mp3
806,7,1,Rock,Experimental,False,0.61407470703125,0.2952117919921875,0.3188629150390625,17735,data/fma_small/017/017735.mp3
464,3,0,Hip-Hop,Electronic,False,0.6123046875,0.028638839721679688,0.4922294616699219,10699,data/fma_small/010/010699.mp3
