sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
4470,0,5,Electronic,International,False,0.8623046875,0.0163116455078125,0.8369140625,99135,data/fma_small/099/099135.mp3
3931,6,2,Pop,Folk,False,0.85986328125,0.03546142578125,0.82421875,87187,data/fma_small/087/087187.mp3
3375,1,2,Experimental,Folk,False,0.83837890625,0.03350830078125,0.7861328125,74377,data/fma_small/074/074377.mp3
6298,4,7,Instrumental,Rock,False,0.83740234375,0.034454345703125,0.802734375,126183,data/fma_small/126/126183.mp3
3135,3,0,Hip-Hop,Electronic,False,0.83203125,0.032958984375,0.798828125,70773,data/fma_small/070/070773.mp3
5999,6,4,Pop,Instrumental,False,0.83154296875,0.0253143310546875,0.78857421875,122579,data/fma_small/122/122579.mp3
5262,7,0,Rock,Electronic,False,0.82861328125,0.02203369140625,0.798828125,113305,data/fma_small/113/113305.mp3
1373,0,4,Electronic,Instrumental,False,0.8271484375,0.044952392578125,0.7822265625,36245,data/fma_small/036/036245.mp3
1687,7,1,Rock,Experimental,False,0.82666015625,0.0218505859375,0.7880859375,42851,data/fma_small/042/042851.mp3
7089,4,3,Instrumental,Hip-Hop,False,0.82275390625,0.022705078125,0.779296875,134796,data/fma_small/134/134796.mp3
5454,0,3,Electronic,Hip-Hop,False,0.8203125,0.037506103515625,0.77734375,115321,data/fma_small/115/115321.mp3
7400,2,3,Folk,Hip-Hop,False,0.8193359375,0.0163726806640625,0.77099609375,140794,data/fma_small/140/140794.mp3
2517,6,0,Pop,Electronic,False,0.81298828125,0.03558349609375,0.77734375,58474,data/fma_small/058/058474.mp3
1103,0,5,Electronic,International,False,0.81298828125,0.0233917236328125,0.75439453125,26905,data/fma_small/026/026905.mp3
6021,4,0,Instrumental,Electronic,False,0.81103515625,0.034423828125,0.771484375,122650,data/fma_small/122/122650.mp3
3583,4,7,Instrumental,Rock,False,0.8056640625,0.0526123046875,0.7529296875,80516,data/fma_small/080/080516.mp3
1661,1,5,Experimental,International,False,0.8046875,0.036956787109375,0.75537109375,42146,data/fma_small/042/042146.mp3
4564,6,7,Pop,Rock,False,0.8017578125,0.06866455078125,0.73291015625,104068,data/fma_small/104/104068.mp3
1203,1,0,Experimental,Electronic,False,0.80029296875,0.0249176025390625,0.7587890625,29741,data/fma_small/029/029741.mp3
3352,5,3,International,Hip-Hop,False,0.80029296875,0.020843505859375,0.73583984375,73777,data/fma_small/073/073777.mp3
1264,6,3,Pop,Hip-Hop,False,0.7958984375,0.039306640625,0.7490234375,32325,data/fma_small/032/032325.mp3
4518,0,1,Electronic,Experimental,False,0.7939453125,0.0220184326171875,0.71533203125,100549,data/fma_small/100/100549.mp3
902,6,7,Pop,Rock,False,0.7919921875,0.06378173828125,0.72802734375,21672,data/fma_small/021/021672.mp3
5662,0,3,Electronic,Hip-Hop,False,0.791015625,0.0284271240234375,0.74462890625,118070,data/fma_small/118/118070.mp3
2757,3,0,Hip-Hop,Electronic,False,0.7900390625,0.064208984375,0.7255859375,63789,data/fma_small/063/063789.mp3
1793,1,0,Experimental,Electronic,False,0.7890625,0.02801513671875,0.736328125,44799,data/fma_small/044/044799.mp3
5048,3,1,Hip-Hop,Experimental,False,0.78564453125,0.01500701904296875,0.71484375,110736,data/fma_small/110/110736.mp3
1785,1,7,Experimental,Rock,False,0.7841796875,0.0229644775390625,0.6982421875,44791,data/fma_small/044/044791.mp3
3748,0,4,Electronic,Instrumental,False,0.7822265625,0.07220458984375,0.7099609375,84200,data/fma_small/084/084200.mp3
5895,6,7,Pop,Rock,False,0.77978515625,0.060821533203125,0.71875,121592,data/fma_small/121/121592.mp3
7718,6,3,Pop,Hip-Hop,False,0.77392578125,0.04443359375,0.7099609375,145705,data/fma_small/145/145705.mp3
1550,6,5,Pop,International,False,0.76904296875,0.080322265625,0.6884765625,39664,data/fma_small/039/039664.mp3
1271,6,2,Pop,Folk,False,0.76806640625,0.09539794921875,0.6728515625,32332,data/fma_small/032/032332.mp3
5006,1,4,Experimental,Instrumental,False,0.7666015625,0.1009521484375,0.66552734375,110274,data/fma_small/110/110274.mp3
1931,2,4,Folk,Instrumental,False,0.76513671875,0.049774169921875,0.71240234375,47662,data/fma_small/047/047662.mp3
1847,7,6,Rock,Pop,False,0.7646484375,0.0673828125,0.697265625,45474,data/fma_small/045/045474.mp3
538,3,0,Hip-Hop,Electronic,False,0.76416015625,0.0609130859375,0.703125,11790,data/fma_small/011/011790.mp3
2838,1,5,Experimental,International,False,0.7626953125,0.032562255859375,0.68603515625,64858,data/fma_small/064/064858.mp3
655,0,3,Electronic,Hip-Hop,False,0.7607421875,0.05029296875,0.69677734375,13668,data/fma_small/013/013668.mp3
5298,6,0,Pop,Electronic,False,0.7587890625,0.07794189453125,0.6806640625,113934,data/fma_small/113/113934.mp3
5136,4,1,Instrumental,Experimental,False,0.7587890625,0.08453369140625,0.67431640625,111873,data/fma_small/111/111873.mp3
3886,3,0,Hip-Hop,Electronic,False,0.7529296875,0.032562255859375,0.68212890625,86678,data/fma_small/086/086678.mp3
5553,1,0,Experimental,Electronic,False,0.75,0.0413818359375,0.70166015625,116465,data/fma_small/116/116465.mp3
6221,2,6,Folk,Pop,False,0.7490234375,0.095458984375,0.6533203125,125194,data/fma_small/125/125194.mp3
7470,0,7,Electronic,Rock,False,0.74755859375,0.0216217041015625,0.68212890625,141874,data/fma_small/141/141874.mp3
5987,6,0,Pop,Electronic,False,0.74755859375,0.039215087890625,0.66650390625,122474,data/fma_small/122/122474.mp3
2092,2,6,Folk,Pop,False,0.7470703125,0.0623779296875,0.66845703125,51919,data/fma_small/051/051919.mp3
1798,1,7,Experimental,Rock,False,0.74560546875,0.0191192626953125,0.67041015625,44804,data/fma_small/044/044804.mp3
6805,6,7,Pop,Rock,False,0.7451171875,0.12249755859375,0.62255859375,131436,data/fma_small/131/131436.mp3
3210,7,4,Rock,Instrumental,False,0.74462890625,0.029449462890625,0.66552734375,71938,data/fma_small/071/071938.mp3
4338,1,4,Experimental,Instrumental,False,0.744140625,0.08636474609375,0.65771484375,97406,data/fma_small/097/097406.mp3
7035,1,0,Experimental,Electronic,False,0.74169921875,0.06488037109375,0.6767578125,133916,data/fma_small/133/133916.mp3
673,2,5,Folk,International,False,0.7412109375,0.0222625732421875,0.64111328125,13930,data/fma_small/013/013930.mp3
1678,7,5,Rock,International,False,0.7412109375,0.1014404296875,0.6396484375,42442,data/fma_small/042/042442.mp3
1791,1,6,Experimental,Pop,False,0.73974609375,0.038665771484375,0.67138671875,44797,data/fma_small/044/044797.mp3
2454,1,7,Experimental,Rock,False,0.73681640625,0.0760498046875,0.66064453125,57440,data/fma_small/057/057440.mp3
7983,6,5,Pop,International,False,0.73583984375,0.05224609375,0.63671875,153383,data/fma_small/153/153383.mp3
6691,5,3,International,Hip-Hop,False,0.7353515625,0.0745849609375,0.66064453125,129884,data/fma_small/129/129884.mp3
7221,7,6,Rock,Pop,False,0.73486328125,0.078369140625,0.65625,137423,data/fma_small/137/137423.mp3
5436,4,7,Instrumental,Rock,False,0.73486328125,0.06182861328125,0.65234375,115002,data/fma_small/115/115002.mp3
639,6,5,Pop,International,False,0.73486328125,0.033416748046875,0.6279296875,13362,data/fma_small/013/013362.mp3
2317,6,4,Pop,Instrumental,False,0.734375,0.0634765625,0.6708984375,55290,data/fma_small/055/055290.mp3
5867,3,0,Hip-Hop,Electronic,False,0.732421875,0.022735595703125,0.67578125,121313,data/fma_small/121/121313.mp3
1222,1,0,Experimental,Electronic,False,0.732421875,0.041168212890625,0.6689453125,30090,data/fma_small/030/030090.mp3
4029,1,4,Experimental,Instrumental,False,0.73193359375,0.09173583984375,0.64013671875,90027,data/fma_small/090/090027.mp3
712,5,2,International,Folk,False,0.73193359375,0.0989990234375,0.6328125,14603,data/fma_small/014/014603.mp3
947,7,6,Rock,Pop,False,0.73095703125,0.064208984375,0.6455078125,23041,data/fma_small/023/023041.mp3
5686,1,2,Experimental,Folk,False,0.72998046875,0.06451416015625,0.6337890625,118505,data/fma_small/118/118505.mp3
2299,0,1,Electronic,Experimental,False,0.728515625,0.046905517578125,0.623046875,55183,data/fma_small/055/055183.mp3
6,7,6,Rock,Pop,False,0.7275390625,0.06494140625,0.66259765625,182,data/fma_small/000/000182.mp3
6381,1,4,Experimental,Instrumental,False,0.72705078125,0.078125,0.64892578125,126512,data/fma_small/126/126512.mp3
3553,1,4,Experimental,Instrumental,False,0.7265625,0.06414794921875,0.6611328125,79087,data/fma_small/079/079087.mp3
7342,1,4,Experimental,Instrumental,False,0.72607421875,0.12164306640625,0.6044921875,139638,data/fma_small/139/139638.mp3
4806,2,4,Folk,Instrumental,False,0.72216796875,0.11041259765625,0.61181640625,108308,data/fma_small/108/108308.mp3
6749,7,1,Rock,Experimental,False,0.720703125,0.032135009765625,0.60986328125,130693,data/fma_small/130/130693.mp3
2266,5,1,International,Experimental,False,0.72021484375,0.04315185546875,0.6591796875,54570,data/fma_small/054/054570.mp3
7079,7,5,Rock,International,False,0.72021484375,0.0282440185546875,0.623046875,134594,data/fma_small/134/134594.mp3
3585,4,7,Instrumental,Rock,False,0.71875,0.0650634765625,0.6396484375,80518,data/fma_small/080/080518.mp3
2743,4,7,Instrumental,Rock,False,0.71728515625,0.0533447265625,0.64453125,63291,data/fma_small/063/063291.mp3
6388,1,4,Experimental,Instrumental,False,0.716796875,0.1370849609375,0.57958984375,126557,data/fma_small/126/126557.mp3
1899,0,5,Electronic,International,False,0.71533203125,0.065673828125,0.6494140625,47069,data/fma_small/047/047069.mp3
2492,1,0,Experimental,Electronic,False,0.71533203125,0.036346435546875,0.6298828125,58063,data/fma_small/058/058063.mp3
1589,3,0,Hip-Hop,Electronic,False,0.71337890625,0.06622314453125,0.63818359375,40542,data/fma_small/040/040542.mp3
1588,3,0,Hip-Hop,Electronic,False,0.71337890625,0.06622314453125,0.63818359375,40541,data/fma_small/040/040541.mp3
5254,5,4,International,Instrumental,False,0.71142578125,0.019561767578125,0.6142578125,113279,data/fma_small/113/113279.mp3
1294,6,5,Pop,International,False,0.7099609375,0.042144775390625,0.61279296875,32759,data/fma_small/032/032759.mp3
7630,2,4,Folk,Instrumental,False,0.70947265625,0.0692138671875,0.62060546875,144476,data/fma_small/144/144476.mp3
4138,6,0,Pop,Electronic,False,0.70849609375,0.0797119140625,0.62890625,92124,data/fma_small/092/092124.mp3
7716,6,3,Pop,Hip-Hop,False,0.70751953125,0.0809326171875,0.62646484375,145703,data/fma_small/145/145703.mp3
2451,6,7,Pop,Rock,False,0.70654296875,0.15625,0.55029296875,57435,data/fma_small/057/057435.mp3
3310,6,4,Pop,Instrumental,False,0.705078125,0.097900390625,0.607421875,73468,data/fma_small/073/073468.mp3
3989,2,7,Folk,Rock,False,0.70361328125,0.061737060546875,0.62158203125,88892,data/fma_small/088/088892.mp3
