sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
4607,3,5,Hip-Hop,International,False,1.0,2.3958763861742227e-09,1.0,105685,data/fma_small/105/105685.mp3
1687,7,1,Rock,Experimental,False,1.0,2.3412535405778667e-21,1.0,42851,data/fma_small/042/042851.mp3
4470,0,5,Electronic,International,False,0.9999823570251465,1.1560924093045877e-11,0.9999673366546631,99135,data/fma_small/099/099135.mp3
4204,0,1,Electronic,Experimental,False,0.9999822974205017,1.1347924377957952e-08,0.9999674558639526,93727,data/fma_small/093/093727.mp3
5575,1,4,Experimental,Instrumental,False,0.9999715685844421,2.811702506733127e-05,0.9999434351921082,116709,data/fma_small/116/116709.mp3
4518,0,1,Electronic,Experimental,False,0.9999691247940063,5.970195360305297e-08,0.9999518394470215,100549,data/fma_small/100/100549.mp3
3139,6,4,Pop,Instrumental,False,0.9994662404060364,6.098153244238347e-05,0.9991980195045471,70873,data/fma_small/070/070873.mp3
3583,4,7,Instrumental,Rock,False,0.9991132616996765,0.0007369542145170271,0.9983763098716736,80516,data/fma_small/080/080516.mp3
1785,1,7,Experimental,Rock,False,0.9990084171295166,6.622785349463811e-06,0.9980906248092651,44791,data/fma_small/044/044791.mp3
3135,3,0,Hip-Hop,Electronic,False,0.9983470439910889,7.687734614592046e-05,0.9978320002555847,70773,data/fma_small/070/070773.mp3
1791,1,6,Experimental,Pop,False,0.9978635311126709,5.710491313948296e-05,0.9966695308685303,44797,data/fma_small/044/044797.mp3
6298,4,7,Instrumental,Rock,False,0.9971478581428528,3.72406211681664e-05,0.9945823550224304,126183,data/fma_small/126/126183.mp3
7174,2,4,Folk,Instrumental,False,0.9963433146476746,4.28155944973696e-05,0.993466854095459,136138,data/fma_small/136/136138.mp3
1222,1,0,Experimental,Electronic,False,0.9961920380592346,1.6603164567641215e-06,0.9943714141845703,30090,data/fma_small/030/030090.mp3
1798,1,7,Experimental,Rock,False,0.9946404099464417,4.45253760972264e-07,0.9893699288368225,44804,data/fma_small/044/044804.mp3
2757,3,0,Hip-Hop,Electronic,False,0.9946106672286987,0.00016327935736626387,0.9897944331169128,63789,data/fma_small/063/063789.mp3
3375,1,2,Experimental,Folk,False,0.9945119023323059,0.0008261313196271658,0.9899694919586182,74377,data/fma_small/074/074377.mp3
582,5,2,International,Folk,False,0.9935421943664551,0.005320178344845772,0.9882220029830933,12109,data/fma_small/012/012109.mp3
5553,1,0,Experimental,Electronic,False,0.9913567304611206,2.7145009880769067e-05,0.9865660667419434,116465,data/fma_small/116/116465.mp3
5250,5,6,International,Pop,False,0.9891349077224731,4.827900852433231e-07,0.9852092862129211,113275,data/fma_small/113/113275.mp3
4245,3,1,Hip-Hop,Experimental,False,0.9890642762184143,0.006377064157277346,0.98268723487854,94449,data/fma_small/094/094449.mp3
3528,1,4,Experimental,Instrumental,False,0.9882566332817078,0.004029409494251013,0.982793390750885,77521,data/fma_small/077/077521.mp3
5741,1,6,Experimental,Pop,False,0.9882364869117737,0.011439553461968899,0.9767969250679016,119583,data/fma_small/119/119583.mp3
5644,5,3,International,Hip-Hop,False,0.9874427318572998,0.0056329816579818726,0.9818097352981567,117943,data/fma_small/117/117943.mp3
6297,4,7,Instrumental,Rock,False,0.986129641532898,0.0012300077360123396,0.9763512015342712,126182,data/fma_small/126/126182.mp3
1878,1,3,Experimental,Hip-Hop,False,0.9860852956771851,0.0003894949331879616,0.9768233299255371,46611,data/fma_small/046/046611.mp3
5262,7,0,Rock,Electronic,False,0.9857635498046875,0.013292740099132061,0.9724708199501038,113305,data/fma_small/113/113305.mp3
6603,1,4,Experimental,Instrumental,False,0.9843212366104126,0.015674930065870285,0.9686462879180908,128878,data/fma_small/128/128878.mp3
2505,6,1,Pop,Experimental,False,0.9837519526481628,0.015425661578774452,0.9683262705802917,58170,data/fma_small/058/058170.mp3
5115,6,3,Pop,Hip-Hop,False,0.9833897352218628,0.011721134185791016,0.9716686010360718,111392,data/fma_small/111/111392.mp3
1527,1,6,Experimental,Pop,False,0.9829541444778442,0.003522660117596388,0.9736096262931824,38967,data/fma_small/038/038967.mp3
222,5,2,International,Folk,False,0.9828945994377136,0.015093929134309292,0.9678006768226624,4509,data/fma_small/004/004509.mp3
4913,1,7,Experimental,Rock,False,0.9821754097938538,0.008241130970418453,0.9734880328178406,109106,data/fma_small/109/109106.mp3
451,7,1,Rock,Experimental,False,0.9799197316169739,4.284130272758091e-10,0.9598397016525269,10675,data/fma_small/010/010675.mp3
3352,5,3,International,Hip-Hop,False,0.9798184037208557,5.9349371440475807e-05,0.9598290920257568,73777,data/fma_small/073/073777.mp3
2015,6,3,Pop,Hip-Hop,False,0.9797318577766418,0.019942359998822212,0.959789514541626,49477,data/fma_small/049/049477.mp3
7204,4,0,Instrumental,Electronic,False,0.9795520305633545,0.01975521817803383,0.9597967863082886,137168,data/fma_small/137/137168.mp3
7580,7,6,Rock,Pop,False,0.978558361530304,0.006000670604407787,0.9645782709121704,143219,data/fma_small/143/143219.mp3
3210,7,4,Rock,Instrumental,False,0.978539228439331,0.00017016194760799408,0.9638127684593201,71938,data/fma_small/071/071938.mp3
7205,4,0,Instrumental,Electronic,False,0.9781186580657959,0.00039376734639517963,0.9716557264328003,137169,data/fma_small/137/137169.mp3
2581,1,5,Experimental,International,False,0.9778345227241516,0.00015298050129786134,0.9621496200561523,59823,data/fma_small/059/059823.mp3
1793,1,0,Experimental,Electronic,False,0.9746097326278687,0.005349945276975632,0.9654656052589417,44799,data/fma_small/044/044799.mp3
6491,6,7,Pop,Rock,False,0.9745095372200012,0.02445523999631405,0.9500542879104614,127285,data/fma_small/127/127285.mp3
2535,5,1,International,Experimental,False,0.9735426902770996,3.425455830097235e-08,0.9481271505355835,59581,data/fma_small/059/059581.mp3
